node1,node2,TP2_T7,TP2_T9,T7,T8,T9
GSTK1,GSTO2,0-1,1-0,0,1,0
MRPL35,MRPL58,0-1,1-0,0,1,0
GRPEL2,HSPA1A,0,0,1,1,1
MGLL,PNPLA3,1-0,0,1,0,0
EIF3H,RPL26,0-1,1-0,0,1,0
CSNK1D,CTSC,0-1,1-0,0,1,0
SEC13,YKT6,0-1,1-0,0,1,0
CCT5,GBA,0-1,1-0,0,1,0
EXOSC10,NOP14,0-1,1-0,0,1,0
DDX47,FBL,0-1,1-0,0,1,0
PFAS,PPAT,0-1,1-0,0,1,0
H2AFJ,WDR5,0-1,1-0,0,1,0
NDC1,SRSF1,1-0,0,1,0,0
SRP68,SRP72,0-1,1-0,0,1,0
MYC,PIN1,0-1,1-0,0,1,0
RPL27A,RPL38,0-1,1-0,0,1,0
ADSL,GMPS,0,1-0,1,1,0
H1F0,RB1,0-1,0,0,1,1
RPL30,RPL32,0-1,1-0,0,1,0
SMPD1,TRADD,0,0,1,1,1
ARG1,GATM,0,0,1,1,1
RPL13A,RPS25,0-1,1-0,0,1,0
EFTUD2,HNRNPA3,0-1,1-0,0,1,0
GTF3C1,POLR3F,0-1,1-0,0,1,0
PCBP2,PRPF40A,0-1,1-0,0,1,0
LSM4,SF3A2,0-1,1-0,0,1,0
DDX56,GRWD1,0-1,1-0,0,1,0
PES1,RPL26L1,0-1,1-0,0,1,0
NGEF,RAC2,0-1,1-0,0,1,0
DCK,PNP,0-1,1-0,0,1,0
GAPVD1,ITSN2,0-1,0,0,1,1
CDC34,CUL3,0-1,1-0,0,1,0
CPSF3,TXNL4A,0,1-0,1,1,0
CDC20,CDC34,0-1,1-0,0,1,0
HIST1H2BD,SMARCA5,0-1,1-0,0,1,0
RACGAP1,RHOA,0-1,1-0,0,1,0
POLR2L,SNRPG,0,1-0,1,1,0
RAE1,ZC3H11A,0-1,1-0,0,1,0
RPL34,RPS3,0-1,1-0,0,1,0
POLD4,RAD51,0,1-0,1,1,0
NOP9,PWP2,0-1,1-0,0,1,0
RPL27,RPS5,0-1,1-0,0,1,0
MRPL12,MRPL24,0-1,1-0,0,1,0
A1BG,VWF,0-1,1-0,0,1,0
CETN2,TUBGCP3,0-1,1-0,0,1,0
CDT1,SKP2,0-1,1-0,0,1,0
CCND3,GAB2,0,1-0,1,1,0
CDK1,H2AFV,0,0-1,0,0,1
BABAM1,HIST1H2BD,0-1,1-0,0,1,0
NUP205,SARNP,0-1,1-0,0,1,0
RPLP0,UBA52,1-0,0,1,0,0
HAUS2,TUBG1,1-0,0,1,0,0
AGK,MGLL,0,1-0,1,1,0
HLA-DPB1,OASL,0,0,1,1,1
GNA15,GNAO1,0-1,1-0,0,1,0
MRTO4,RACK1,1-0,0,1,0,0
ANK3,TMED2,0-1,1-0,0,1,0
RAP1B,VWF,0-1,0,0,1,1
HIST1H2AC,TADA3,0,1-0,1,1,0
COL4A2,PPIB,0-1,0,0,1,1
HNRNPA2B1,SF3A3,0-1,1-0,0,1,0
ACTL6A,CETN2,0-1,1-0,0,1,0
HIST1H2BD,NSD2,0-1,1-0,0,1,0
RPL29,RPS4X,0-1,1-0,0,1,0
NDUFB3,NDUFS5,1-0,0,1,0,0
MOGS,RPN1,0-1,1-0,0,1,0
DNAJC8,PPIL1,0-1,1-0,0,1,0
IRF5,NR3C1,0-1,1-0,0,1,0
LSM7,SNRNP200,0-1,1-0,0,1,0
HECW2,TRIM11,0-1,1-0,0,1,0
TPM2,VCL,0-1,1-0,0,1,0
RBCK1,WSB1,0-1,1-0,0,1,0
HNRNPR,WBP4,0-1,1-0,0,1,0
HNRNPR,SF3B2,0-1,1-0,0,1,0
CENPO,ZW10,0-1,1-0,0,1,0
CDKN1A,UBE2E1,0,1-0,1,1,0
POLR2L,SNRPN,0-1,1-0,0,1,0
EIF1AX,RPL3,0,0-1,0,0,1
PLA2G4D,PTGS1,0,0,1,1,1
PLK1,STAG1,0-1,1-0,0,1,0
ADH7,GSTT2B,0-1,1-0,0,1,0
MAP2K3,SRC,0,0-1,0,0,1
RBM19,RRP12,0,0-1,0,0,1
MRPS10,TUFM,0-1,1-0,0,1,0
KDM4A,NSD2,0-1,1-0,0,1,0
CCT2,TUBB2A,0,1-0,1,1,0
HIST1H2BD,UBE2C,0-1,1-0,0,1,0
PPIL1,SRSF3,0-1,1-0,0,1,0
NOP58,PELP1,0-1,1-0,0,1,0
HNRNPF,SNRPD1,0-1,1-0,0,1,0
BCAR1,IGF1R,0-1,1-0,0,1,0
RRP9,WDR18,1-0,0,1,0,0
CDC16,KLHL9,0-1,1-0,0,1,0
AURKB,PSMA4,1-0,0,1,0,0
SNAP29,STX4,0-1,1-0,0,1,0
MAPK3,PLAUR,0-1,1-0,0,1,0
CENPK,CENPW,0-1,1-0,0,1,0
GAB2,RAP1A,0-1,1-0,0,1,0
MAGOHB,RBM22,0-1,1-0,0,1,0
CTSC,YKT6,0-1,1-0,0,1,0
HNRNPK,PQBP1,0-1,1-0,0,1,0
PIK3CD,RRAS,0-1,0,0,1,1
KIF4A,ZW10,0,1-0,1,1,0
ESR1,PELP1,0-1,1-0,0,1,0
FBL,RRS1,0-1,1-0,0,1,0
BUB1,CDC20,0,0-1,0,0,1
BDNF,CTNNB1,0-1,0,0,1,1
EPHB4,ROCK1,0,0-1,0,0,1
NFATC2,PPARG,0,0-1,0,0,1
ADORA2B,GNG11,0,1-0,1,1,0
RPL29,UBA52,0,1-0,1,1,0
NIFK,NOP14,1-0,0,1,0,0
SNRNP40,SRSF2,0-1,1-0,0,1,0
RNF126,UBE2J1,0,0,1,1,1
COPE,NBAS,0-1,1-0,0,1,0
POLR2J,SNRPD1,0-1,1-0,0,1,0
CUL3,TRIM11,0-1,1-0,0,1,0
A1BG,TGFB1,0-1,1-0,0,1,0
GNG12,NPFFR1,0-1,1-0,0,1,0
DDOST,SEC61B,1-0,0,1,0,0
BCAR1,VWF,0,0,1,1,1
CYP3A5,MGST3,1-0,0,1,0,0
HIST1H2BD,PHF19,1-0,0,1,0,0
CRK,LYN,1-0,0,1,0,0
RPL21,RPS13,0-1,1-0,0,1,0
NUP37,SGO2,0,0-1,0,0,1
CDK1,NCAPG2,0,0-1,0,0,1
HIST1H2BD,MDC1,0,1-0,1,1,0
EXOSC8,RPL4,0-1,1-0,0,1,0
CDK1,LMNB1,0,0-1,0,0,1
IMP3,RPS8,1-0,0,1,0,0
MAPK13,RALB,0-1,1-0,0,1,0
BTC,YES1,0,0-1,0,0,1
DENND1A,RAB35,0-1,1-0,0,1,0
DUSP1,DUT,0,0,1,1,1
ERO1A,PDIA6,0-1,1-0,0,1,0
DHX16,NCBP1,0-1,1-0,0,1,0
ACTN4,TLN1,0-1,1-0,0,1,0
EIF2S3,RPS4Y1,0-1,1-0,0,1,0
NIFK,UTP4,1-0,0,1,0,0
RPL27,RPS3A,0-1,1-0,0,1,0
CDC20,SOCS1,0-1,1-0,0,1,0
AMPH,ARPC2,0,0-1,0,0,1
BUB3,INCENP,0-1,1-0,0,1,0
HNRNPA3,SF3B5,0-1,1-0,0,1,0
CCNA2,KIF23,0-1,1-0,0,1,0
HDAC5,TBL1X,0-1,1-0,0,1,0
SPDL1,STAG1,0-1,1-0,0,1,0
GP1BB,VWF,0-1,1-0,0,1,0
HNRNPA2B1,RBM22,0-1,1-0,0,1,0
PSMA2,RPN2,0-1,1-0,0,1,0
PPP1R14A,RHOA,0-1,1-0,0,1,0
SNRPB2,U2AF2,0-1,1-0,0,1,0
FCHO1,LDLRAP1,0,0-1,0,0,1
MRPL10,MRPL37,0-1,1-0,0,1,0
MPHOSPH10,WDR43,0-1,1-0,0,1,0
CRTAP,P4HB,0-1,1-0,0,1,0
RPL10A,RPS19,0-1,1-0,0,1,0
AJUBA,CDK1,0,0-1,0,0,1
HSF1,PTGES3,0-1,1-0,0,1,0
PPIE,SRSF2,0-1,1-0,0,1,0
COL7A1,CTSC,0-1,1-0,0,1,0
POLR2E,SRSF10,1-0,0,1,0,0
ARF6,FCHO1,0,0-1,0,0,1
GMPS,HPRT1,1-0,0,1,0,0
PQBP1,SRSF3,0-1,0,0,1,1
MRPL24,TUFM,0-1,1-0,0,1,0
GNG11,LPAR2,0,1-0,1,1,0
RPL8,RPS3,0-1,1-0,0,1,0
DVL1,FZD6,0-1,1-0,0,1,0
MYH9,PAK2,0-1,1-0,0,1,0
CENPK,NUDC,0-1,0,0,1,1
NF1,RASA3,0-1,1-0,0,1,0
PQBP1,SRSF1,0-1,1-0,0,1,0
KNL1,ZW10,0-1,1-0,0,1,0
RPL10,RPL4,0-1,1-0,0,1,0
COX14,CYCS,0-1,1-0,0,1,0
PARVB,PXN,0-1,0,0,1,1
AP1S1,AP3B1,0-1,1-0,0,1,0
RPL9,RPS15A,0-1,1-0,0,1,0
CCT2,PFDN4,0-1,1-0,0,1,0
MRPL10,MRPL13,0-1,1-0,0,1,0
CXCR1,LPAR2,0,0,1,1,1
FBXL4,RBCK1,0-1,1-0,0,1,0
CBLB,RBCK1,0-1,1-0,0,1,0
EIF3G,RPS27L,1-0,0,1,0,0
RNF126,TRIM11,0,1-0,1,1,0
MRPL18,TUFM,0-1,1-0,0,1,0
RNF123,RNF126,0-1,1-0,0,1,0
TADA3,TAF2,0-1,1-0,0,1,0
MRPL10,MRPS7,0-1,1-0,0,1,0
CENPE,NUDC,0-1,1-0,0,1,0
ANAPC15,PSMB4,0-1,1-0,0,1,0
MRPL12,MRPS12,0-1,1-0,0,1,0
VCL,ZYX,0-1,1-0,0,1,0
C12orf10,UMPS,0,0,1,1,1
EFL1,RPS3,0-1,0,0,1,1
HNRNPUL1,PQBP1,0-1,1-0,0,1,0
GCFC2,PPIE,0,1-0,1,1,0
EXOSC5,NOP56,0-1,1-0,0,1,0
EXOSC10,KRR1,0-1,1-0,0,1,0
LNX1,UBR4,0-1,1-0,0,1,0
LMNB1,STAG1,0-1,1-0,0,1,0
RNF123,TRAIP,0-1,1-0,0,1,0
MRPL48,MRPS23,1-0,0,1,0,0
CCT8,XRN2,0-1,1-0,0,1,0
RPS11,RPS15A,0,1-0,1,1,0
AKT1,GNAO1,0-1,1-0,0,1,0
POLR3E,POLR3H,0-1,1-0,0,1,0
NDUFA4,NDUFS5,0-1,1-0,0,1,0
NIFK,TWISTNB,1-0,0,1,0,0
TRIM11,UBE2R2,0,1-0,1,1,0
COL17A1,SERPINH1,0-1,1-0,0,1,0
RAB5A,SRC,0,0-1,0,0,1
DNAJC8,PTBP1,0-1,1-0,0,1,0
H2AFJ,SUZ12,0-1,1-0,0,1,0
NCBP1,PPWD1,0-1,1-0,0,1,0
RPL22L1,RPL35A,0-1,1-0,0,1,0
CTSC,SAR1B,0-1,1-0,0,1,0
PRPF40A,PTBP1,0-1,1-0,0,1,0
KIF1C,KIF26A,0-1,1-0,0,1,0
POLD4,RFC4,0-1,1-0,0,1,0
NOL6,SDAD1,0-1,1-0,0,1,0
FBXL3,UBE3A,0-1,1-0,0,1,0
MRPS27,MRPS5,0-1,1-0,0,1,0
BCAS2,DDX5,0-1,1-0,0,1,0
GTF3C1,POLR3H,0-1,1-0,0,1,0
CYP2J2,PTGS2,0-1,1-0,0,1,0
H2AFV,HDAC1,1-0,0,1,0,0
MRPL14,MRPL41,0-1,1-0,0,1,0
MORF4L2,MRGBP,0-1,1-0,0,1,0
CDK1,NUP205,0,0-1,0,0,1
COPS8,INO80E,0-1,1-0,0,1,0
DDX42,PRPF4,0-1,1-0,0,1,0
EFL1,MRPL17,0-1,1-0,0,1,0
SMC3,STAG1,0-1,1-0,0,1,0
ALOX12B,CYP4F2,0,1-0,1,1,0
GCC1,NSF,0-1,1-0,0,1,0
PKM,PRIM1,0-1,1-0,0,1,0
ERCC1,POLD3,0-1,1-0,0,1,0
CAPN1,CAPNS1,0-1,1-0,0,1,0
AQP3,STX4,0-1,1-0,0,1,0
LPIN1,PLPP2,0-1,1-0,0,1,0
HNRNPA1,SRSF3,0-1,0,0,1,1
NME2,POLR2L,0-1,1-0,0,1,0
RPL13A,RPS7,0-1,1-0,0,1,0
FBXL14,RBCK1,0,1-0,1,1,0
EXOSC10,NOP56,0-1,1-0,0,1,0
ANAPC4,PSME4,0,0-1,0,0,1
CDCA8,NUDC,0-1,1-0,0,1,0
H2AFX,WDR5,0,0-1,0,0,1
EDN1,HRAS,0-1,1-0,0,1,0
CD44,ROCK2,0-1,1-0,0,1,0
HIST1H2BD,SMC2,0-1,1-0,0,1,0
STK11,STK26,0,1-0,1,1,0
EXOSC10,UTP14A,0-1,1-0,0,1,0
DHX37,WDR18,0,1-0,1,1,0
INPP5K,PLCD1,0-1,1-0,0,1,0
RPL10A,RPL7A,0-1,1-0,0,1,0
BUB3,PSMF1,0-1,0,0,1,1
RPL13,RPL7,0-1,1-0,0,1,0
MRPL11,MRPS18B,0-1,1-0,0,1,0
PLA2G2F,PTDSS2,0-1,1-0,0,1,0
PTBP1,SNRNP40,0-1,1-0,0,1,0
EIF1AX,RPS29,0-1,1-0,0,1,0
RPL3,RPS7,0-1,1-0,0,1,0
MCFD2,SEC22C,0-1,1-0,0,1,0
RPL27,RPL9,0-1,1-0,0,1,0
PPIE,PQBP1,0-1,1-0,0,1,0
EHD1,SNAP29,0-1,0,0,1,1
PIAS3,XPA,0,1-0,1,1,0
EPN1,RAB5C,0-1,1-0,0,1,0
AJUBA,TUBB4A,0-1,0,0,1,1
PPP4C,RPA3,0-1,1-0,0,1,0
ARCN1,KLC2,0-1,1-0,0,1,0
FANCI,UBE2T,0-1,1-0,0,1,0
DDX56,UTP14A,0-1,1-0,0,1,0
CAPZA1,CARMIL1,0,0-1,0,0,1
GRWD1,IMP4,0-1,1-0,0,1,0
CAPZA1,CAPZB,0-1,1-0,0,1,0
HSPG2,SNCA,0-1,1-0,0,1,0
AP2M1,AP3S1,0-1,1-0,0,1,0
MRPL44,MRPL49,0-1,1-0,0,1,0
ERCC1,UBE2T,0,1-0,1,1,0
NEDD8,SNRPG,1-0,0,1,0,0
GRB2,ITGA1,0-1,1-0,0,1,0
PAOX,SAT1,0,0-1,0,0,1
FBXW5,UBE2R2,0-1,1-0,0,1,0
GNAQ,SLC9A3R1,0,0-1,0,0,1
RRP7A,UTP3,0-1,1-0,0,1,0
CEP131,CEP78,0-1,1-0,0,1,0
MRPL13,MRPL18,0-1,1-0,0,1,0
RPL29,RPS17,1-0,0,1,0,0
COL12A1,COL4A2,0,0-1,0,0,1
ACTR2,RAB5A,0-1,0,0,1,1
FBXW5,RNF126,0-1,1-0,0,1,0
MRPS26,MRPS34,0-1,1-0,0,1,0
PLK1,PRC1,0-1,1-0,0,1,0
ALYREF,PCBP2,0-1,1-0,0,1,0
RPL29,RPL7A,0-1,1-0,0,1,0
NDUFAB1,NDUFAF6,0,0-1,0,0,1
LSM4,SRSF7,0-1,1-0,0,1,0
RPL13,RPS23,0-1,1-0,0,1,0
CDC20,NDC80,0,0-1,0,0,1
KDM4B,SUMO1,0,0-1,0,0,1
MCM6,RRM2,0,0-1,0,0,1
SF3B5,TXNL4A,0-1,1-0,0,1,0
RPL8,SPCS1,0-1,1-0,0,1,0
DUSP1,MRPL11,0-1,1-0,0,1,0
BYSL,HEATR1,0-1,1-0,0,1,0
CASP3,KPNB1,0-1,1-0,0,1,0
TRIM11,WWP1,0,1-0,1,1,0
CDC20,FBXW5,0-1,1-0,0,1,0
FBXL20,UBE2M,1-0,0,1,0,0
CETN2,CSNK1D,0-1,1-0,0,1,0
ARHGAP26,RHOT2,1-0,0,1,0,0
NELFE,POLR2D,0-1,1-0,0,1,0
CTSZ,RAB1B,0-1,0,0,1,1
HRAS,YWHAZ,0-1,1-0,0,1,0
CDK1,MAPRE1,0,0-1,0,0,1
H2AFJ,MIS18BP1,0-1,1-0,0,1,0
HRAS,IQGAP1,0-1,1-0,0,1,0
DNAJC8,HNRNPD,0-1,1-0,0,1,0
MTMR1,PLCD1,0-1,0,0,1,1
CDC20,UBE2S,0-1,0,0,1,1
DYNC1H1,RAB3GAP2,0-1,1-0,0,1,0
EIF5B,RPL18A,0-1,1-0,0,1,0
RPL24,RPSA,0-1,1-0,0,1,0
CNIH1,YKT6,0-1,1-0,0,1,0
IMP4,RRP9,0-1,1-0,0,1,0
CDC6,POLA1,1-0,0,1,0,0
HNRNPF,SF3B2,0-1,1-0,0,1,0
KIF16B,SURF4,0,0-1,0,0,1
HEATR1,RRP9,0-1,1-0,0,1,0
HNRNPUL1,SNRPC,0-1,1-0,0,1,0
ARFGAP1,KIF3B,0-1,1-0,0,1,0
RAB1B,YKT6,0-1,1-0,0,1,0
LSM7,SNRPD1,0-1,1-0,0,1,0
PCBP2,SNRNP40,0-1,1-0,0,1,0
HNRNPF,HNRNPUL1,0-1,1-0,0,1,0
NIFK,WDR36,1-0,0,1,0,0
HIP1,PACSIN3,0-1,1-0,0,1,0
COPA,COPG1,0-1,1-0,0,1,0
NEDD4L,UBE2E1,0-1,1-0,0,1,0
AKT1,CDC37,0-1,1-0,0,1,0
RPL17,SEC61G,0-1,1-0,0,1,0
HNRNPA2B1,SNRNP200,0-1,1-0,0,1,0
DIMT1,GRWD1,0-1,1-0,0,1,0
SAT1,SMOX,0-1,1-0,0,1,0
RPL11,SRP14,0-1,1-0,0,1,0
YWHAB,YWHAE,0-1,1-0,0,1,0
ID1,THBS1,0,1-0,1,1,0
RPS27L,RPS3,0-1,1-0,0,1,0
MRPL16,MRPS18B,0,0-1,0,0,1
NOC4L,PES1,0-1,1-0,0,1,0
IRF1,PTAFR,0,1-0,1,1,0
SNRPB2,SNRPF,0-1,1-0,0,1,0
KRI1,UTP14A,1-0,0,1,0,0
DUSP1,MAPK3,0-1,1-0,0,1,0
MRPL12,MRPS7,0,1-0,1,1,0
NUP205,NUP35,0-1,1-0,0,1,0
PES1,SDAD1,0-1,1-0,0,1,0
FOXK2,HIST1H2AC,0-1,1-0,0,1,0
RPL10,RPL30,0-1,1-0,0,1,0
DLGAP5,RRM2,0,0-1,0,0,1
ALYREF,HNRNPR,0-1,1-0,0,1,0
CDC20,PPP1CC,0-1,1-0,0,1,0
FBXL4,RNF14,1-0,0,1,0,0
SEC24B,TRAPPC4,0-1,1-0,0,1,0
CHD9,TRIB3,0-1,1-0,0,1,0
MAPRE1,ZW10,0-1,1-0,0,1,0
IMP4,PUM3,0-1,1-0,0,1,0
MAD2L1,TRIP13,0,0-1,0,0,1
AURKB,DLGAP5,0,0-1,0,0,1
COPS8,XPC,0-1,1-0,0,1,0
KNL1,NDC80,0-1,1-0,0,1,0
HNRNPA3,LSM2,0-1,1-0,0,1,0
GNG5,NPFFR1,0-1,1-0,0,1,0
RPS29,RPS3,0-1,1-0,0,1,0
DUT,MCM5,1-0,0,1,0,0
LIG3,XRCC1,0-1,0,0,1,1
EFNA3,EFNB1,0-1,0,0,1,1
MAD2L2,RPA3,1-0,0,1,0,0
CDK2,PSMD6,0-1,0,0,1,1
DUSP1,RASA1,0,1-0,1,1,0
BAZ1A,CHRAC1,0-1,1-0,0,1,0
RPL18A,RPL19,0-1,1-0,0,1,0
ELAVL2,SRSF3,0-1,1-0,0,1,0
ARPC5,EPN1,0-1,1-0,0,1,0
POLR2L,SNRNP25,0,1-0,1,1,0
C17orf49,CECR2,0-1,1-0,0,1,0
RPL17,RPL23,0-1,1-0,0,1,0
CUL3,RNF123,0,1-0,1,1,0
PSMB10,PSMF1,0,1-0,1,1,0
NUP35,SLBP,0-1,1-0,0,1,0
HIST1H2BD,NFKB1,1-0,0,1,0,0
BIRC5,NUDC,0-1,1-0,0,1,0
PPP5C,SUMO1,0-1,1-0,0,1,0
NCK1,WASF1,0-1,1-0,0,1,0
EIF1AX,RPL5,0,0-1,0,0,1
HNRNPM,SNRNP200,0-1,1-0,0,1,0
RPL13,RPS16,0-1,1-0,0,1,0
MRPS12,RPSA,0,0-1,0,0,1
INTS8,TAF9,0,0-1,0,0,1
SNRPC,SNRPG,0-1,1-0,0,1,0
KIF11,NDC80,0-1,0,0,1,1
NEK2,YWHAE,0,0-1,0,0,1
ERCC2,NCBP1,0-1,1-0,0,1,0
RPL4,RPLP0,0-1,1-0,0,1,0
DTX3L,HERC3,0-1,1-0,0,1,0
CXCR1,CXCR6,0,0,1,1,1
CENPJ,CETN2,0-1,1-0,0,1,0
ACER1,DEGS1,0,1-0,1,1,0
MRPL3,MRPS24,0-1,1-0,0,1,0
GBA,SMPD3,0-1,1-0,0,1,0
CDC20,ERCC6L,0,0-1,0,0,1
COPA,DCTN1,0-1,1-0,0,1,0
HNRNPM,SNRPG,0-1,1-0,0,1,0
CDK1,E2F3,0,0-1,0,0,1
NCBP1,SNAPC4,0-1,1-0,0,1,0
POLR2E,SRSF3,0-1,1-0,0,1,0
PSMC1,UBA52,0,1-0,1,1,0
GTF3A,IRF5,0-1,1-0,0,1,0
DDOST,SRP68,0-1,1-0,0,1,0
RPL38,RPS24,0-1,1-0,0,1,0
GNAI2,MAPK3,1-0,0,1,0,0
DDX56,FBL,0-1,1-0,0,1,0
HRAS,YWHAE,0-1,1-0,0,1,0
CLDN1,CLDN4,0,1-0,1,1,0
FBXL20,TRIM11,0,1-0,1,1,0
NSF,VAMP3,0-1,1-0,0,1,0
EXOSC4,RRP9,0-1,1-0,0,1,0
GNG11,PTGER3,0,0,1,1,1
MRPL10,MRPL57,0-1,1-0,0,1,0
DDX56,NAT10,0-1,1-0,0,1,0
LIG1,MNAT1,0-1,1-0,0,1,0
BLM,FANCE,0-1,1-0,0,1,0
RBCK1,TNFRSF1A,0,1-0,1,1,0
HDAC1,HMG20B,0-1,1-0,0,1,0
CHCHD2,TOMM40,0,1-0,1,1,0
LSM3,SF3A3,0-1,1-0,0,1,0
A2M,TIMP1,0-1,0,0,1,1
RPL18,RPL39,0-1,1-0,0,1,0
FBXL20,ZBTB16,1-0,0,1,0,0
CCT7,VBP1,0-1,1-0,0,1,0
HSPA2,UBE2I,0-1,1-0,0,1,0
ARIH2,TRIM11,0,1-0,1,1,0
MAPK3,YWHAB,0-1,1-0,0,1,0
E2F4,HDAC1,0,1-0,1,1,0
EBNA1BP2,SDAD1,0-1,1-0,0,1,0
NOC4L,PDCD11,0-1,1-0,0,1,0
CDC5L,POLR2E,1-0,0,1,0,0
PPIE,SF3B2,0-1,1-0,0,1,0
HOMER1,HOMER2,0,0-1,0,0,1
RPL27,RPS15A,0-1,1-0,0,1,0
EIF4A1,RPS9,0-1,1-0,0,1,0
COL4A1,COL7A1,0-1,1-0,0,1,0
CDC16,WWP1,0-1,1-0,0,1,0
BCAS2,PRPF40A,0-1,1-0,0,1,0
ASB6,CUL1,0-1,1-0,0,1,0
AGPAT4,GPAT4,0-1,1-0,0,1,0
MED22,MED24,1-0,0,1,0,0
MRTO4,RPS14,1-0,0,1,0,0
CDKN2B,FOXO4,0-1,1-0,0,1,0
RPL18A,RPL6,0-1,1-0,0,1,0
RPL10A,UBA52,0,1-0,1,1,0
FBXL2,FBXO9,0-1,1-0,0,1,0
MAPK13,PAK2,0-1,1-0,0,1,0
COPG1,KDELR2,0-1,1-0,0,1,0
CBX6,PCGF5,1-0,0,1,0,0
HSPA2,HSPA9,0-1,1-0,0,1,0
ADD3,DMTN,0-1,1-0,0,1,0
CENPH,CENPX,0-1,1-0,0,1,0
ANAPC5,PSMD1,0-1,0,0,1,1
ARHGEF3,RHOC,0-1,1-0,0,1,0
GPC1,TGFBR1,0-1,1-0,0,1,0
POLR2D,SNRPD1,0-1,1-0,0,1,0
GPI,PFKP,0,0-1,0,0,1
CTSZ,LMAN2,0-1,1-0,0,1,0
SAT1,TNC,0,1-0,1,1,0
ARHGEF28,PTK2,0-1,1-0,0,1,0
NCAPG2,SET,0-1,1-0,0,1,0
CTNNB1,CTNNBIP1,0,1-0,1,1,0
RPL18A,RPS4X,0-1,1-0,0,1,0
LNX1,ZBTB16,0,1-0,1,1,0
NOP56,RPSA,1-0,0-1,1,0,1
RPL17,RPL38,0-1,1-0,0,1,0
CASP3,VIM,0-1,1-0,0,1,0
RPL26L1,RPS2,0-1,1-0,0,1,0
RPS27L,SPCS1,0,1-0,1,1,0
LRR1,UBAC1,0-1,1-0,0,1,0
CYBA,MAPK12,0-1,0,0,1,1
FLNA,GP1BB,0-1,1-0,0,1,0
GRHPR,HYI,0-1,1-0,0,1,0
ARPC4,ARPC5,0-1,1-0,0,1,0
COL7A1,SEC24D,0-1,1-0,0,1,0
ELAVL1,SF3B2,0-1,1-0,0,1,0
PQBP1,TXNL4A,0-1,0,0,1,1
FBXL4,FBXL7,0-1,1-0,0,1,0
ARFGAP1,KDELR3,0,1-0,1,1,0
EXOSC10,UTP20,0-1,1-0,0,1,0
EIF4EBP1,MTOR,0-1,1-0,0,1,0
ITGA1,ITGA4,0-1,1-0,0,1,0
DEK,H2AFZ,0-1,1-0,0,1,0
GNL3L,NOP9,0-1,1-0,0,1,0
PIK3CD,VAV2,0-1,0,0,1,1
RAB8A,TUBG1,1-0,0,1,0,0
MYO1C,RAB8A,0-1,1-0,0,1,0
RPS25,UBA52,0-1,1-0,0,1,0
RPL15,RSL24D1,0-1,1-0,0,1,0
FKBP1A,PRKCZ,0-1,1-0,0,1,0
MRPL12,RPL26L1,0-1,1-0,0,1,0
SNRNP200,SNRPC,0-1,1-0,0,1,0
MRPS10,MRPS34,0-1,1-0,0,1,0
CTNNB1,RAB5A,0-1,0,0,1,1
RPL4,SRP72,0,0-1,0,0,1
GFM1,MRPL44,0,1-0,1,1,0
MRPL58,MRPS35,0-1,1-0,0,1,0
ARPC4,MYH9,0-1,1-0,0,1,0
MBOAT1,PTDSS2,0-1,1-0,0,1,0
RPL35A,RPL7A,0-1,1-0,0,1,0
NAT10,UTP4,0-1,1-0,0,1,0
DDB1,POLD4,0,1-0,1,1,0
ERCC1,ERCC2,1-0,0,1,0,0
GTF2F2,RNGTT,0-1,1-0,0,1,0
POLR2J,XAB2,0-1,1-0,0,1,0
NOC4L,XRN2,0-1,1-0,0,1,0
UBE2E1,UFL1,0,1-0,1,1,0
CDC42,DNMBP,0-1,1-0,0,1,0
CHMP4C,GABARAPL2,0,1-0,1,1,0
BTC,HRAS,0-1,1-0,0,1,0
FBXW5,LRR1,0-1,1-0,0,1,0
RPL14,RPS27L,0-1,1-0,0,1,0
KLC1,SURF4,0-1,1-0,0,1,0
RNF4,ZBTB16,0,1-0,1,1,0
LRSAM1,UBE2N,0-1,1-0,0,1,0
ASB1,RBCK1,0-1,1-0,0,1,0
TUBB,TUBG1,1-0,0,1,0,0
EFTUD2,MRPL15,0-1,0,0,1,1
RPL23A,RPS19,0-1,1-0,0,1,0
LRR1,MIB2,0-1,0,0,1,1
MRPL1,MRPS35,0-1,1-0,0,1,0
MYO1C,NCK1,0-1,1-0,0,1,0
CDC6,ORC3,0-1,1-0,0,1,0
BDNF,SHC1,0-1,0,0,1,1
GRWD1,NOP58,0-1,1-0,0,1,0
ACTR2,MYH9,0-1,1-0,0,1,0
BORA,TUBB4A,0-1,1-0,0,1,0
NSL1,PPP1CC,0-1,1-0,0,1,0
RPL31,RPS19,0-1,1-0,0,1,0
SNW1,SRRM1,0-1,1-0,0,1,0
SNRPN,TXNL4A,0-1,1-0,0,1,0
RFC4,USP1,1-0,0,1,0,0
RPL18,RPS25,0-1,1-0,0,1,0
AMPD2,NT5C3B,0-1,1-0,0,1,0
CETN2,YWHAE,0-1,1-0,0,1,0
ARSA,ARSF,0-1,1-0,0,1,0
NDUFS7,NDUFV2,0-1,1-0,0,1,0
MRTO4,RPL8,0,1-0,1,1,0
COG8,TMED7,0,1-0,1,1,0
DDX51,NOC4L,0-1,1-0,0,1,0
HNRNPM,PPIH,0-1,1-0,0,1,0
ARSB,STS,0-1,1-0,0,1,0
